FECHA,HORA,AUTOPISTA,BANDA Y/O RAMAL,PK,CONDICIONES METEOROLOGICAS,SUPERFICIE DE LA VIA,LESIONADOS,FALLECIDOS,TIPO DE SINIESTRO,MOTO,LVIANO,BUS,CAMION,AÑO_ARCHIVO
30/3/2025,3,AU DELLEPIANE,DESCENDENTE,4600,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,0,0,1,2025
31/3/2025,0,AU 25 DE MAYO,ASCENDENTE,4400,LLUVIOSO,MOJADA/HUMEDA,1,0,COLISION CON OBSTACULO FIJO,0,0,1,0,2025
31/3/2025,9,AU 25 DE MAYO,ASCENDENTE,6700,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,4,0,0,2025
31/3/2025,18,AU 25 DE MAYO,DESCENDENTE,1100,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
1/4/2025,11,PASEO DEL BAJO,DESCENDENTE,1200,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,0,0,4,2025
1/4/2025,15,AU FRONDIZI,DESCENDENTE,3000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
1/4/2025,18,AV. LUGONES,DESCENDENTE,4500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
2/4/2025,8,AV. LUGONES,DESCENDENTE,6000,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
3/4/2025,7,AU 25 DE MAYO,ASCENDENTE,4500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
3/4/2025,8,AU 25 DE MAYO,ASCENDENTE,4200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,1,2025
3/4/2025,8,AU 25 DE MAYO,DESCENDENTE,8500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
3/4/2025,8,AU PERITO MORENO,ASCENDENTE,5400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,0,2025
3/4/2025,13,AU FRONDIZI,ASCENDENTE,0,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
4/4/2025,8,AU PERITO MORENO,ASCENDENTE,6000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
4/4/2025,8,AU FRONDIZI,ASCENDENTE,3200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
4/4/2025,16,AU 25 DE MAYO,DESCENDENTE,6400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
5/4/2025,12,AU DELLEPIANE,DESCENDENTE,1900,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
6/4/2025,6,AU DELLEPIANE,DESCENDENTE,2000,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
6/4/2025,16,AU FRONDIZI,DESCENDENTE,1100,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,2025
7/4/2025,23,AV. LUGONES,DESCENDENTE,10200,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
8/4/2025,7,AU 25 DE MAYO,ASCENDENTE,5500,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
8/4/2025,17,AU FRONDIZI,ASCENDENTE,2600,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
8/4/2025,18,AU 25 DE MAYO,DESCENDENTE,2600,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,0,2025
9/4/2025,0,AU PERITO MORENO,ASCENDENTE,1000,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,2025
9/4/2025,10,AU DELLEPIANE,ASCENDENTE,1600,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
9/4/2025,15,AU 25 DE MAYO,DESCENDENTE,2300,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
9/4/2025,17,AU ILLIA,ASCENDENTE,6400,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,2025
9/4/2025,20,AU DELLEPIANE,DESCENDENTE,1800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,2025
10/4/2025,1,AU ILLIA,ASCENDENTE,3700,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
10/4/2025,6,AU ILLIA,DESCENDENTE,3900,LLUVIOSO,MOJADA/HUMEDA,1,0,COLISION CON DOS O MAS VEHICULOS,1,2,0,0,2025
10/4/2025,10,AU 25 DE MAYO,ASCENDENTE,4900,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,2025
10/4/2025,22,AU 25 DE MAYO,DESCENDENTE,6300,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,2025
11/4/2025,9,AU FRONDIZI,DESCENDENTE,1300,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
11/4/2025,13,AV. LUGONES,DESCENDENTE,4400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,2025
11/4/2025,14,AU PERITO MORENO,ASCENDENTE,3500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,2025
11/4/2025,19,AU 25 DE MAYO,DESCENDENTE,9300,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,0,0,3,2025
12/4/2025,12,AV. CANTILO,ASCENDENTE,9100,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
14/4/2025,7,AU DELLEPIANE,ASCENDENTE,500,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,2025
14/4/2025,9,AU PERITO MORENO,ASCENDENTE,6100,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
14/4/2025,11,AV. LUGONES,DESCENDENTE,6000,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
14/4/2025,17,AU PERITO MORENO,DESCENDENTE,1100,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
15/4/2025,1,AU 25 DE MAYO,DESCENDENTE,1400,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,2025
15/4/2025,9,AU 25 DE MAYO,ASCENDENTE,6200,LLUVIOSO,MOJADA/HUMEDA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,2025
16/4/2025,8,DIST. UDAONDO,-,-,BUENO,DESLIZANTE,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,2025
16/4/2025,8,DIST. 9 DE JULIO,RAMAL 2 BIS,-,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,1,2025
16/4/2025,11,TRANSICION RAMAL 4,RAMAL DE INGRESO,-,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
16/4/2025,13,AU PERITO MORENO,ASCENDENTE,2500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
17/4/2025,13,AU PERITO MORENO,DESCENDENTE,5300,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
17/4/2025,14,AU DELLEPIANE,DESCENDENTE,1000,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
17/4/2025,18,AV. CANTILO,ASCENDENTE,7300,LLUVIOSO,MOJADA/HUMEDA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
19/4/2025,6,AU 25 DE MAYO,ASCENDENTE,4700,BUENO,SECA,18,0,COLISION CON OBSTACULO FIJO,0,0,1,0,2025
22/4/2025,7,AU 25 DE MAYO,ASCENDENTE,700,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
20/4/2025,2,AU FRONDIZI,DESCENDENTE,1400,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
20/4/2025,18,AU 25 DE MAYO,ASCENDENTE,8300,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
21/4/2025,7,AU FRONDIZI,ASCENDENTE,2500,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
21/4/2025,15,AU ILLIA,DESCENDENTE,2500,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
22/4/2025,8,AU PERITO MORENO,ASCENDENTE,3600,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
22/4/2025,9,AU 25 DE MAYO,DESCENDENTE,1800,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
23/4/2025,8,AU 25 DE MAYO,ASCENDENTE,9000,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,2,0,0,0,2025
23/4/2025,12,AU FRONDIZI,DESCENDENTE,1700,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
23/4/2025,13,AV. LUGONES,DESCENDENTE,4500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
24/4/2025,7,AU 25 DE MAYO,ASCENDENTE,4100,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,2025
24/4/2025,9,AU ILLIA,DESCENDENTE,2200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
24/4/2025,15,AU 25 DE MAYO,DESCENDENTE,4600,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,0,2025
26/4/2025,1,AU DELLEPIANE,ASCENDENTE,1000,LLUVIOSO,INUNDADA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,2025
26/4/2025,4,AU PERITO MORENO,ASCENDENTE,6100,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
26/4/2025,6,AU PERITO MORENO,DESCENDENTE,400,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,0,0,1,2025
26/4/2025,12,AU DELLEPIANE,DESCENDENTE,1700,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
27/4/2025,5,AU CAMPORA,DESCENDENTE,1800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
27/4/2025,15,AU 25 DE MAYO,ASCENDENTE,6000,BUENO,SECA,2,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
27/4/2025,18,AV. LUGONES,DESCENDENTE,9000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
28/4/2025,7,AU DELLEPIANE,ASCENDENTE,2800,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
28/4/2025,8,AU 25 DE MAYO,ASCENDENTE,2800,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,2025
28/4/2025,9,AU 25 DE MAYO,DESCENDENTE,3500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
28/4/2025,13,DIST. 9 DE JULIO,RAMALES 5/6,-,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
28/4/2025,14,AU FRONDIZI,DESCENDENTE,3100,BUENO,SECA,1,0,OBSTACULO NO FIJO,1,1,0,0,2025
28/4/2025,14,DIST. DELLEPIANE,RAMAL 11,-,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,0,0,1,2025
28/4/2025,15,AU 25 DE MAYO,DESCENDENTE,3500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
28/4/2025,18,AU PERITO MORENO,ASCENDENTE,5400,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,2,0,0,2025
29/4/2025,7,AU 25 DE MAYO,ASCENDENTE,1300,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
29/4/2025,16,AU 25 DE MAYO,ASCENDENTE,8100,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
29/4/2025,17,AU DELLEPIANE,ASCENDENTE,4000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,0,0,2,2025
30/4/2025,9,AV. LUGONES,DESCENDENTE,9300,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
30/4/2025,14,AU 25 DE MAYO,DESCENDENTE,1700,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,1,2025
30/4/2025,19,AV. LUGONES,DESCENDENTE,8000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
2/5/2025,18,AU ILLIA,ASCENDENTE,100,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
2/5/2025,18,AV. CANTILO,ASCENDENTE,8500,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
3/5/2025,9,AU DELLEPIANE,ASCENDENTE,1000,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,1,2025
3/5/2025,10,AU DELLEPIANE,ASCENDENTE,500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
4/5/2025,7,TRANSICION RAMAL 3,RAMAL DE ENLACE,-,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
4/5/2025,9,AU PERITO MORENO,DESCENDENTE,3600,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
4/5/2025,22,AU ILLIA,ASCENDENTE,2400,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
5/5/2025,1,AU DELLEPIANE,ASCENDENTE,2300,LLUVIOSO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
6/5/2025,7,AU 25 DE MAYO,ASCENDENTE,4400,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,2,0,0,0,2025
6/5/2025,10,AU 25 DE MAYO,ASCENDENTE,1200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,2025
6/5/2025,11,AV. LUGONES,DESCENDENTE,6300,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,2,0,0,0,2025
6/5/2025,17,AU 25 DE MAYO,DESCENDENTE,2000,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,0,2025
6/5/2025,18,DIST. 9 DE JULIO,RAMAL 6,-,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,1,2025
7/5/2025,5,AV. LUGONES,DESCENDENTE,9000,BUENO,MOJADA/HUMEDA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
7/5/2025,9,AU FRONDIZI,ASCENDENTE,3200,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,0,2025
7/5/2025,17,AU PERITO MORENO,ASCENDENTE,5300,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
8/5/2025,9,AU DELLEPIANE,ASCENDENTE,1600,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
8/5/2025,18,AU 25 DE MAYO,DESCENDENTE,3400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
10/5/2025,6,AU PERITO MORENO,DESCENDENTE,2600,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,0,0,1,2025
11/5/2025,0,AU 25 DE MAYO,ASCENDENTE,8200,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,1,0,1,0,2025
11/5/2025,8,AV. LUGONES,DESCENDENTE,5000,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
11/5/2025,15,AU DELLEPIANE,ASCENDENTE,2400,BUENO,SECA,3,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,2025
12/5/2025,14,AU DELLEPIANE,ASCENDENTE,3400,BUENO,SECA,16,0,COLISION CON DOS O MAS VEHICULOS,0,0,1,1,2025
12/5/2025,17,AU PERITO MORENO,DESCENDENTE,4800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,4,0,0,2025
12/5/2025,18,AU FRONDIZI,DESCENDENTE,1800,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,2,0,0,0,2025
12/5/2025,19,AU PERITO MORENO,ASCENDENTE,100,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
12/5/2025,19,AV. LUGONES,DESCENDENTE,8500,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
12/5/2025,21,AU 25 DE MAYO,DESCENDENTE,8700,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,2025
13/5/2025,13,AV. CANTILO,ASCENDENTE,9000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,1,2025
13/5/2025,18,AU 25 DE MAYO,DESCENDENTE,1200,BUENO,SECA,3,0,COLISION CON DOS O MAS VEHICULOS,2,0,0,0,2025
14/5/2025,6,AU DELLEPIANE,ASCENDENTE,3700,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
14/5/2025,8,AU 25 DE MAYO,DESCENDENTE,1500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
14/5/2025,14,AU 25 DE MAYO,ASCENDENTE,6000,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
15/5/2025,7,AU PERITO MORENO,ASCENDENTE,2000,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
15/5/2025,7,AU DELLEPIANE,ASCENDENTE,3500,BUENO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
16/5/2025,3,AU DELLEPIANE,DESCENDENTE,4400,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
16/5/2025,7,AU PERITO MORENO,ASCENDENTE,5400,LLUVIOSO,MOJADA/HUMEDA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,2025
16/5/2025,16,AU PERITO MORENO,ASCENDENTE,500,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,1,2025
16/5/2025,17,AV. CANTILO,ASCENDENTE,8100,LLUVIOSO,MOJADA/HUMEDA,1,0,COLISION CON DOS O MAS VEHICULOS,2,0,0,0,2025
16/5/2025,21,AU PERITO MORENO,DESCENDENTE,100,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
17/5/2025,3,AU FRONDIZI,ASCENDENTE,2000,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
17/5/2025,9,AU ILLIA,DESCENDENTE,3400,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
18/5/2025,3,AU PERITO MORENO,DESCENDENTE,3500,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
19/5/2025,7,AU ILLIA,DESCENDENTE,2500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
19/5/2025,19,AU 25 DE MAYO,ASCENDENTE,9000,BUENO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
20/5/2025,8,AU ILLIA,ASCENDENTE,6900,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
20/5/2025,9,AU 25 DE MAYO,ASCENDENTE,4500,BUENO,SECA,6,0,OBSTACULO NO FIJO,0,3,0,0,2025
20/5/2025,11,TRANSICION RAMAL 1,RAMAL DE EGRESO,-,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
21/5/2025,8,AU PERITO MORENO,DESCENDENTE,5400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,0,1,0,2025
21/5/2025,14,TRANSICION RAMAL 2,RAMAL DE ENLACE,-,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
22/5/2025,0,AU FRONDIZI,DESCENDENTE,800,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
22/5/2025,11,AV. LUGONES,DESCENDENTE,10200,BUENO,SECA,3,0,COLISION CON DOS O MAS VEHICULOS,0,4,0,0,2025
23/5/2025,6,AV. CANTILO,ASCENDENTE,8600,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
23/5/2025,10,AU PERITO MORENO,ASCENDENTE,5400,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,2025
23/5/2025,13,AU 25 DE MAYO,ASCENDENTE,4600,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,0,2025
23/5/2025,16,AU 25 DE MAYO,DESCENDENTE,200,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
24/5/2025,12,AV. CANTILO,ASCENDENTE,8500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
24/5/2025,15,AU FRONDIZI,DESCENDENTE,2000,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,0,2025
24/5/2025,20,AU FRONDIZI,ASCENDENTE,500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
25/5/2025,16,AV. LUGONES,DESCENDENTE,4500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
25/5/2025,19,AU PERITO MORENO,ASCENDENTE,5800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
26/5/2025,7,AU PERITO MORENO,ASCENDENTE,5400,LLUVIOSO,MOJADA/HUMEDA,2,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
26/5/2025,8,AU 25 DE MAYO,ASCENDENTE,7700,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
26/5/2025,19,AU 25 DE MAYO,DESCENDENTE,4700,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
26/5/2025,23,AV. LUGONES,DESCENDENTE,7400,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
27/5/2025,5,AU CAMPORA,DESCENDENTE,1200,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
27/5/2025,17,AU 25 DE MAYO,ASCENDENTE,1100,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
28/5/2025,18,AU FRONDIZI,ASCENDENTE,2000,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,2025
28/5/2025,19,AU PERITO MORENO,DESCENDENTE,5600,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
29/5/2025,11,AU CAMPORA,DESCENDENTE,1800,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,1,2025
29/5/2025,11,AU 25 DE MAYO,ASCENDENTE,4500,BUENO,SECA,3,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,2025
29/5/2025,14,AU DELLEPIANE,ASCENDENTE,3500,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
30/5/2025,1,AU DELLEPIANE,DESCENDENTE,4500,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,2025
30/5/2025,11,AU 25 DE MAYO,DESCENDENTE,7700,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
30/5/2025,11,AU 25 DE MAYO,DESCENDENTE,7700,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,2025
30/5/2025,13,AU PERITO MORENO,DESCENDENTE,1000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
30/5/2025,13,PASEO DEL BAJO,DESCENDENTE,1400,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,0,1,4,2025
30/5/2025,15,AU 25 DE MAYO,ASCENDENTE,7000,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,0,1,0,0,2025
30/5/2025,17,AU 25 DE MAYO,ASCENDENTE,8500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
31/5/2025,16,AU FRONDIZI,DESCENDENTE,3100,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,0,2025
1/6/2025,19,AU DELLEPIANE,DESCENDENTE,3400,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,0,2025
1/6/2025,21,AV. CANTILO,ASCENDENTE,8700,BUENO,SECA,0,0,OBSTACULO NO FIJO,0,1,0,0,2025
2/6/2025,9,AU PERITO MORENO,ASCENDENTE,700,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
2/6/2025,15,AU 25 DE MAYO,DESCENDENTE,700,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
2/6/2025,21,AU DELLEPIANE,DESCENDENTE,4700,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
3/6/2025,8,AU PERITO MORENO,ASCENDENTE,5600,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,2025
3/6/2025,8,AV. LUGONES,DESCENDENTE,7900,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,2025
3/6/2025,12,AU PERITO MORENO,ASCENDENTE,300,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,2,2025
3/6/2025,20,AU DELLEPIANE,ASCENDENTE,4300,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,1,2025
4/6/2025,17,AU FRONDIZI,DESCENDENTE,400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,2025
5/6/2025,17,AU FRONDIZI,DESCENDENTE,3000,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,1,0,0,0,2025
